Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
3657|CA-2019-158036|2019-09-08|2019-09-14|Standard Class|DB-13555|Dorothy Badders|Corporate|United States|Dublin|Ohio|43017|East|TEC-AC-10002558|Technology|Accessories|Imation Swivel Flash Drive USB flash drive - 8 GB|9.0960|1|0.20|1.7055000000000000
3658|CA-2017-128083|2017-03-12|2017-03-17|Standard Class|EB-13750|Edward Becker|Corporate|United States|Plantation|Florida|33317|South|OFF-EN-10004030|Office Supplies|Envelopes|Convenience Packs of Business Envelopes|8.6880|3|0.20|2.9322000000000000
3659|CA-2017-128083|2017-03-12|2017-03-17|Standard Class|EB-13750|Edward Becker|Corporate|United States|Plantation|Florida|33317|South|FUR-FU-10003194|Furniture|Furnishings|Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak|30.8800|4|0.20|3.8600000000000000
3660|CA-2017-128083|2017-03-12|2017-03-17|Standard Class|EB-13750|Edward Becker|Corporate|United States|Plantation|Florida|33317|South|FUR-FU-10001731|Furniture|Furnishings|Acrylic Self-Standing Desk Frames|6.4080|3|0.20|1.4418000000000000
3661|CA-2018-161676|2018-07-18|2018-07-23|Standard Class|JP-15460|Jennifer Patt|Corporate|United States|Glendale|Arizona|85301|West|OFF-SU-10004782|Office Supplies|Supplies|Elite 5" Scissors|33.8000|5|0.20|4.2250000000000000
3662|CA-2018-155005|2018-06-13|2018-06-15|Second Class|SC-20050|Sample Company A|Home Office|United States|Jackson|Michigan|49201|Central|TEC-PH-10003484|Technology|Phones|Ooma Telo VoIP Home Phone System|377.9700|3|0.00|94.4925000000000000
3663|US-2019-129777|2019-07-03|2019-07-09|Standard Class|FM-14290|Frank Merwin|Home Office|United States|Quincy|Massachusetts|2169|East|TEC-AC-10003590|Technology|Accessories|TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem|258.9000|10|0.00|93.2040000000000000
3664|US-2019-129777|2019-07-03|2019-07-09|Standard Class|FM-14290|Frank Merwin|Home Office|United States|Quincy|Massachusetts|2169|East|OFF-PA-10001970|Office Supplies|Paper|Xerox 1881|24.5600|2|0.00|11.5432000000000000
3665|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-LA-10001569|Office Supplies|Labels|Avery 499|27.8880|7|0.20|9.0636000000000000
3666|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-BI-10001132|Office Supplies|Binders|Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2" X 11"|6.4560|4|0.70|-4.5192000000000000
3667|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|TEC-PH-10003095|Technology|Phones|Samsung HM1900 Bluetooth Headset|52.6800|3|0.20|19.7550000000000000
3668|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-SU-10000432|Office Supplies|Supplies|Acco Side-Punched Conventional Columnar Pads|13.8800|5|0.20|-2.6025000000000000
3669|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|TEC-AC-10004227|Technology|Accessories|SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card|103.9200|10|0.20|-18.1860000000000000
3670|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-LA-10004409|Office Supplies|Labels|Avery 492|11.5200|5|0.20|3.7440000000000000
3671|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-PA-10001569|Office Supplies|Paper|Xerox 232|10.3680|2|0.20|3.6288000000000000
3672|CA-2016-129364|2016-12-08|2016-12-13|Standard Class|TB-21250|Tim Brockman|Consumer|United States|Salem|Oregon|97301|West|OFF-ST-10001031|Office Supplies|Storage|Adjustable Personal File Tote|39.0720|3|0.20|2.9304000000000000
3673|CA-2018-104969|2018-04-08|2018-04-14|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Troy|Ohio|45373|East|OFF-EN-10002312|Office Supplies|Envelopes|#10 Self-Seal White Envelopes|8.8720|1|0.20|3.2161000000000000
3674|CA-2018-104969|2018-04-08|2018-04-14|Standard Class|EH-14125|Eugene Hildebrand|Home Office|United States|Troy|Ohio|45373|East|OFF-BI-10004224|Office Supplies|Binders|Catalog Binders with Expanding Posts|121.1040|6|0.70|-100.9200000000000000
3675|CA-2019-154109|2019-11-06|2019-11-11|Standard Class|ML-17410|Maris LaWare|Consumer|United States|Philadelphia|Pennsylvania|19143|East|FUR-CH-10003774|Furniture|Chairs|Global Wood Trimmed Manager's Task Chair, Khaki|127.3720|2|0.30|-30.9332000000000000
3676|CA-2019-154109|2019-11-06|2019-11-11|Standard Class|ML-17410|Maris LaWare|Consumer|United States|Philadelphia|Pennsylvania|19143|East|OFF-PA-10000157|Office Supplies|Paper|Xerox 191|47.9520|3|0.20|16.1838000000000000
3677|CA-2017-156440|2017-12-05|2017-12-09|Standard Class|MH-17620|Matt Hagelstein|Corporate|United States|San Diego|California|92105|West|FUR-FU-10004090|Furniture|Furnishings|Executive Impressions 14" Contract Wall Clock|44.4600|2|0.00|14.6718000000000000
3678|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-FA-10002763|Office Supplies|Fasteners|Advantus Map Pennant Flags and Round Head Tacks|15.8000|4|0.00|5.0560000000000000
3679|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|TEC-MA-10002428|Technology|Machines|Fellowes Powershred HS-440 4-Sheet High Security Shredder|464.9700|3|0.00|209.2365000000000000
3680|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|FUR-FU-10002918|Furniture|Furnishings|Eldon ClusterMat Chair Mat with Cordless Antistatic Protection|181.9600|2|0.00|20.0156000000000000
3681|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-LA-10000476|Office Supplies|Labels|Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll|12.3900|3|0.00|5.6994000000000000
3682|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-BI-10002854|Office Supplies|Binders|Performers Binder/Pad Holder, Black|84.0900|3|0.00|42.0450000000000000
3683|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-AR-10002987|Office Supplies|Art|Prismacolor Color Pencil Set|79.3600|4|0.00|32.5376000000000000
3684|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-BI-10004001|Office Supplies|Binders|GBC Recycled VeloBinder Covers|153.3600|9|0.00|70.5456000000000000
3685|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-BI-10001634|Office Supplies|Binders|Wilson Jones Active Use Binders|43.6800|6|0.00|21.4032000000000000
3686|CA-2017-132626|2017-07-09|2017-07-14|Standard Class|BT-11680|Brian Thompson|Consumer|United States|Clinton|Maryland|20735|East|OFF-ST-10003722|Office Supplies|Storage|Project Tote Personal File|98.2100|7|0.00|28.4809000000000000
3687|CA-2018-102792|2018-12-13|2018-12-19|Standard Class|JC-15340|Jasper Cacioppo|Consumer|United States|Riverside|California|92503|West|OFF-AR-10004757|Office Supplies|Art|Crayola Colored Pencils|9.8400|3|0.00|3.2472000000000000
3688|CA-2018-108567|2018-05-20|2018-05-24|Standard Class|DB-13210|Dean Braden|Consumer|United States|Port Saint Lucie|Florida|34952|South|OFF-BI-10004140|Office Supplies|Binders|Avery Non-Stick Binders|2.6940|2|0.70|-2.2450000000000000
3689|CA-2019-140760|2019-06-02|2019-06-05|Second Class|DO-13435|Denny Ordway|Consumer|United States|Mesa|Arizona|85204|West|OFF-PA-10002479|Office Supplies|Paper|Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)|25.3440|6|0.20|7.9200000000000000
3690|CA-2019-140760|2019-06-02|2019-06-05|Second Class|DO-13435|Denny Ordway|Consumer|United States|Mesa|Arizona|85204|West|OFF-EN-10001141|Office Supplies|Envelopes|Manila Recycled Extra-Heavyweight Clasp Envelopes, 6" x 9"|43.9200|5|0.20|15.9210000000000000
3691|US-2017-131359|2017-10-30|2017-11-02|Second Class|FA-14230|Frank Atkinson|Corporate|United States|Denver|Colorado|80219|West|TEC-MA-10000597|Technology|Machines|Lexmark S315 Color Inkjet Printer|59.9940|2|0.70|-45.9954000000000000
3692|US-2017-131359|2017-10-30|2017-11-02|Second Class|FA-14230|Frank Atkinson|Corporate|United States|Denver|Colorado|80219|West|TEC-CO-10001571|Technology|Copiers|Sharp 1540cs Digital Laser Copier|439.9920|1|0.20|164.9970000000000000
3693|US-2017-131359|2017-10-30|2017-11-02|Second Class|FA-14230|Frank Atkinson|Corporate|United States|Denver|Colorado|80219|West|TEC-PH-10004531|Technology|Phones|OtterBox Commuter Series Case - iPhone 5 & 5s|87.9600|5|0.20|30.7860000000000000
3694|US-2017-131359|2017-10-30|2017-11-02|Second Class|FA-14230|Frank Atkinson|Corporate|United States|Denver|Colorado|80219|West|FUR-FU-10003026|Furniture|Furnishings|Eldon Regeneration Recycled Desk Accessories, Black|15.4880|4|0.20|3.6784000000000000
3695|CA-2018-142097|2018-10-15|2018-10-20|Standard Class|QJ-19255|Quincy Jones|Corporate|United States|Springfield|Virginia|22153|South|OFF-BI-10002082|Office Supplies|Binders|GBC Twin Loop Wire Binding Elements|232.9600|7|0.00|116.4800000000000000
3696|CA-2018-142097|2018-10-15|2018-10-20|Standard Class|QJ-19255|Quincy Jones|Corporate|United States|Springfield|Virginia|22153|South|OFF-EN-10002312|Office Supplies|Envelopes|#10 Self-Seal White Envelopes|66.5400|6|0.00|32.6046000000000000
3697|CA-2018-142097|2018-10-15|2018-10-20|Standard Class|QJ-19255|Quincy Jones|Corporate|United States|Springfield|Virginia|22153|South|OFF-AP-10000696|Office Supplies|Appliances|Holmes Odor Grabber|43.2600|3|0.00|14.2758000000000000
3698|CA-2017-151680|2017-11-19|2017-11-21|Second Class|TC-21475|Tony Chapman|Home Office|United States|Seattle|Washington|98115|West|FUR-FU-10000305|Furniture|Furnishings|Tenex V2T-RE Standard Weight Series Chair Mat, 45" x 53", Lip 25" x 12"|141.9600|2|0.00|22.7136000000000000
3699|CA-2016-140039|2016-09-13|2016-09-17|Standard Class|ON-18715|Odella Nelson|Corporate|United States|Tempe|Arizona|85281|West|OFF-ST-10001034|Office Supplies|Storage|Eldon File Chest Portable File|79.4000|5|0.20|5.9550000000000100
3700|CA-2019-160416|2019-11-13|2019-11-18|Second Class|AD-10180|Alan Dominguez|Home Office|United States|Yonkers|New York|10701|East|TEC-AC-10004114|Technology|Accessories|KeyTronic 6101 Series - Keyboard - Black|163.9600|4|0.00|70.5028000000000000
3701|CA-2019-169411|2019-12-24|2019-12-29|Standard Class|AC-10615|Ann Chong|Corporate|United States|Rochester|New York|14609|East|FUR-FU-10001602|Furniture|Furnishings|Eldon Delta Triangular Chair Mat, 52" x 58", Clear|37.9300|1|0.00|6.8274000000000000
3702|CA-2018-126543|2018-01-09|2018-01-13|Second Class|MF-17665|Maureen Fritzler|Corporate|United States|Toledo|Ohio|43615|East|FUR-FU-10002445|Furniture|Furnishings|DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7|15.1680|2|0.20|3.7920000000000000
3703|CA-2017-104941|2017-06-13|2017-06-19|Standard Class|DH-13075|Dave Hallsten|Corporate|United States|Decatur|Alabama|35601|South|OFF-AR-10004269|Office Supplies|Art|Newell 31|24.7800|6|0.00|6.9384000000000000
3704|CA-2017-104941|2017-06-13|2017-06-19|Standard Class|DH-13075|Dave Hallsten|Corporate|United States|Decatur|Alabama|35601|South|OFF-BI-10001249|Office Supplies|Binders|Avery Heavy-Duty EZD View Binder with Locking Rings|19.1400|3|0.00|8.8044000000000000
3705|CA-2017-104941|2017-06-13|2017-06-19|Standard Class|DH-13075|Dave Hallsten|Corporate|United States|Decatur|Alabama|35601|South|TEC-CO-10004202|Technology|Copiers|Brother DCP1000 Digital 3 in 1 Multifunction Machine|899.9700|3|0.00|314.9895000000000000
3706|CA-2017-104941|2017-06-13|2017-06-19|Standard Class|DH-13075|Dave Hallsten|Corporate|United States|Decatur|Alabama|35601|South|OFF-PA-10003363|Office Supplies|Paper|Xerox 204|32.4000|5|0.00|15.5520000000000000
3707|CA-2019-160087|2019-03-18|2019-03-22|Standard Class|EN-13780|Edward Nazzal|Consumer|United States|Dallas|Texas|75220|Central|OFF-AR-10001915|Office Supplies|Art|Peel-Off China Markers|23.8320|3|0.20|6.5538000000000000
3708|CA-2016-120544|2016-11-23|2016-11-27|Standard Class|SS-20140|Saphhira Shifley|Corporate|United States|Mesquite|Texas|75150|Central|FUR-FU-10001940|Furniture|Furnishings|Staple-based wall hangings|6.3680|2|0.60|-2.5472000000000000
3709|CA-2016-120544|2016-11-23|2016-11-27|Standard Class|SS-20140|Saphhira Shifley|Corporate|United States|Mesquite|Texas|75150|Central|OFF-AP-10004336|Office Supplies|Appliances|Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit|34.1760|3|0.80|-87.1488000000000000
3710|CA-2016-120544|2016-11-23|2016-11-27|Standard Class|SS-20140|Saphhira Shifley|Corporate|United States|Mesquite|Texas|75150|Central|TEC-AC-10003709|Technology|Accessories|Maxell 4.7GB DVD-R 5/Pack|5.5440|7|0.20|1.6632000000000000
3711|CA-2019-113670|2019-10-15|2019-10-17|First Class|RS-19765|Roland Schwarz|Corporate|United States|Los Angeles|California|90045|West|FUR-TA-10001705|Furniture|Tables|Bush Advantage Collection Round Conference Table|510.2400|3|0.20|6.3779999999999600
3712|CA-2019-113670|2019-10-15|2019-10-17|First Class|RS-19765|Roland Schwarz|Corporate|United States|Los Angeles|California|90045|West|OFF-PA-10000675|Office Supplies|Paper|Xerox 1919|204.9500|5|0.00|100.4255000000000000
3713|CA-2019-166198|2019-04-21|2019-04-24|First Class|JW-15955|Joni Wasserman|Consumer|United States|Seattle|Washington|98103|West|TEC-AC-10000521|Technology|Accessories|Verbatim Slim CD and DVD Storage Cases, 50/Pack|11.5400|1|0.00|3.4620000000000000
3714|CA-2019-166198|2019-04-21|2019-04-24|First Class|JW-15955|Joni Wasserman|Consumer|United States|Seattle|Washington|98103|West|FUR-FU-10004622|Furniture|Furnishings|Eldon Advantage Foldable Chair Mats for Low Pile Carpets|162.6000|3|0.00|34.1460000000000000
3715|CA-2016-135608|2016-12-08|2016-12-10|Second Class|JK-15625|Jim Karlsson|Consumer|United States|Olympia|Washington|98502|West|OFF-PA-10001954|Office Supplies|Paper|Xerox 1964|45.6800|2|0.00|21.0128000000000000
3716|CA-2016-135608|2016-12-08|2016-12-10|Second Class|JK-15625|Jim Karlsson|Consumer|United States|Olympia|Washington|98502|West|FUR-CH-10002602|Furniture|Chairs|DMI Arturo Collection Mission-style Design Wood Chair|603.9200|5|0.20|45.2940000000000000
3717|CA-2019-144568|2019-05-29|2019-06-02|Standard Class|JO-15550|Jesus Ocampo|Home Office|United States|Omaha|Nebraska|68104|Central|OFF-FA-10004395|Office Supplies|Fasteners|Plymouth Boxed Rubber Bands by Plymouth|23.5500|5|0.00|1.1775000000000000
3718|CA-2018-142370|2018-09-19|2018-09-23|Standard Class|TP-21130|Theone Pippenger|Consumer|United States|Columbus|Georgia|31907|South|OFF-SU-10003002|Office Supplies|Supplies|Letter Slitter|5.0400|2|0.00|0.1512000000000000
3719|CA-2018-142370|2018-09-19|2018-09-23|Standard Class|TP-21130|Theone Pippenger|Consumer|United States|Columbus|Georgia|31907|South|TEC-AC-10002926|Technology|Accessories|Logitech Wireless Marathon Mouse M705|249.9500|5|0.00|107.4785000000000000
3720|CA-2018-105900|2018-09-17|2018-09-23|Standard Class|BS-11590|Brendan Sweed|Corporate|United States|Columbus|Indiana|47201|Central|OFF-AR-10002656|Office Supplies|Art|Sanford Liquid Accent Highlighters|33.4000|5|0.00|12.3580000000000000
3721|CA-2018-151155|2018-12-20|2018-12-24|Standard Class|AB-10255|Alejandro Ballentine|Home Office|United States|Jackson|Mississippi|39212|South|FUR-FU-10001918|Furniture|Furnishings|C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings|18.9200|4|0.00|7.3788000000000000
3722|CA-2018-151155|2018-12-20|2018-12-24|Standard Class|AB-10255|Alejandro Ballentine|Home Office|United States|Jackson|Mississippi|39212|South|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|15.4200|2|0.00|6.9390000000000000
3723|CA-2019-144036|2019-11-22|2019-11-26|Standard Class|FO-14305|Frank Olsen|Consumer|United States|Houston|Texas|77070|Central|OFF-AR-10000122|Office Supplies|Art|Newell 314|35.7120|8|0.20|2.2320000000000000
3724|US-2016-169789|2016-12-30|2017-01-04|Standard Class|MF-17665|Maureen Fritzler|Corporate|United States|Phoenix|Arizona|85023|West|OFF-BI-10004600|Office Supplies|Binders|Ibico Ibimaster 300 Manual Binding System|551.9850|5|0.70|-459.9875000000000000
3725|CA-2019-127264|2019-04-03|2019-04-05|First Class|SA-20830|Sue Ann Reed|Consumer|United States|Chicago|Illinois|60653|Central|OFF-AR-10003045|Office Supplies|Art|Prang Colored Pencils|7.0560|3|0.20|2.2050000000000000
3726|CA-2018-151512|2018-12-26|2019-01-02|Standard Class|SH-19975|Sally Hughsby|Corporate|United States|Denver|Colorado|80219|West|OFF-AP-10000252|Office Supplies|Appliances|Harmony HEPA Quiet Air Purifiers|18.7200|2|0.20|3.5100000000000000
3727|CA-2018-165169|2018-06-05|2018-06-11|Standard Class|JL-15235|Janet Lee|Consumer|United States|Newark|Delaware|19711|East|OFF-ST-10001496|Office Supplies|Storage|Standard Rollaway File with Lock|360.3800|2|0.00|93.6988000000000000
3728|CA-2018-165169|2018-06-05|2018-06-11|Standard Class|JL-15235|Janet Lee|Consumer|United States|Newark|Delaware|19711|East|OFF-AR-10000122|Office Supplies|Art|Newell 314|11.1600|2|0.00|2.7900000000000000
3729|CA-2018-165169|2018-06-05|2018-06-11|Standard Class|JL-15235|Janet Lee|Consumer|United States|Newark|Delaware|19711|East|OFF-LA-10000407|Office Supplies|Labels|Avery White Multi-Purpose Labels|14.9400|3|0.00|6.8724000000000000
3730|CA-2017-109575|2017-09-18|2017-09-23|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Clinton|Maryland|20735|East|OFF-ST-10004950|Office Supplies|Storage|Acco Perma 3000 Stacking Storage Drawers|41.9600|2|0.00|7.9724000000000000
3731|CA-2017-109575|2017-09-18|2017-09-23|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Clinton|Maryland|20735|East|OFF-ST-10004123|Office Supplies|Storage|Safco Industrial Wire Shelving System|636.8600|7|0.00|0.0000000000000000
3732|CA-2017-109575|2017-09-18|2017-09-23|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Clinton|Maryland|20735|East|TEC-PH-10000730|Technology|Phones|Samsung Galaxy S4 Active|499.9900|1|0.00|129.9974000000000000
3733|CA-2017-109575|2017-09-18|2017-09-23|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Clinton|Maryland|20735|East|TEC-PH-10000895|Technology|Phones|Polycom VVX 310 VoIP phone|1259.9300|7|0.00|327.5818000000000000
3734|CA-2017-109575|2017-09-18|2017-09-23|Standard Class|KH-16630|Ken Heidel|Corporate|United States|Clinton|Maryland|20735|East|OFF-BI-10000962|Office Supplies|Binders|Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8"|65.0800|4|0.00|31.8892000000000000
3735|CA-2019-168193|2019-03-06|2019-03-11|Second Class|RM-19750|Roland Murray|Consumer|United States|New York City|New York|10011|East|OFF-PA-10002254|Office Supplies|Paper|Xerox 1883|26.3800|1|0.00|12.1348000000000000
3736|CA-2019-168193|2019-03-06|2019-03-11|Second Class|RM-19750|Roland Murray|Consumer|United States|New York City|New York|10011|East|FUR-FU-10002554|Furniture|Furnishings|Westinghouse Floor Lamp with Metal Mesh Shade, Black|71.9700|3|0.00|16.5531000000000000
3737|CA-2018-115476|2018-03-17|2018-03-17|Same Day|VM-21835|Vivian Mathis|Consumer|United States|Newark|Delaware|19711|East|TEC-PH-10000673|Technology|Phones|Plantronics Voyager Pro HD - Bluetooth Headset|129.9800|2|0.00|62.3904000000000000
3738|CA-2018-115476|2018-03-17|2018-03-17|Same Day|VM-21835|Vivian Mathis|Consumer|United States|Newark|Delaware|19711|East|OFF-BI-10000962|Office Supplies|Binders|Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2" X 14" 7/8"|32.5400|2|0.00|15.9446000000000000
3739|CA-2018-133340|2018-12-09|2018-12-13|Standard Class|LH-17155|Logan Haushalter|Consumer|United States|Jackson|Michigan|49201|Central|TEC-PH-10003988|Technology|Phones|LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite|10.9000|1|0.00|3.0520000000000000
3740|CA-2018-133340|2018-12-09|2018-12-13|Standard Class|LH-17155|Logan Haushalter|Consumer|United States|Jackson|Michigan|49201|Central|TEC-AC-10001109|Technology|Accessories|Logitech Trackman Marble Mouse|59.9800|2|0.00|25.1916000000000000
3741|CA-2018-133340|2018-12-09|2018-12-13|Standard Class|LH-17155|Logan Haushalter|Consumer|United States|Jackson|Michigan|49201|Central|OFF-AP-10002311|Office Supplies|Appliances|Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter|61.9290|1|0.10|23.3954000000000000
3742|CA-2018-137848|2018-01-15|2018-01-21|Standard Class|WB-21850|William Brown|Consumer|United States|New York City|New York|10011|East|OFF-EN-10001137|Office Supplies|Envelopes|#10 Gummed Flap White Envelopes, 100/Box|16.5200|4|0.00|7.5992000000000000
3743|CA-2018-137848|2018-01-15|2018-01-21|Standard Class|WB-21850|William Brown|Consumer|United States|New York City|New York|10011|East|OFF-PA-10004285|Office Supplies|Paper|Xerox 1959|60.1200|9|0.00|28.8576000000000000
3744|CA-2018-137848|2018-01-15|2018-01-21|Standard Class|WB-21850|William Brown|Consumer|United States|New York City|New York|10011|East|OFF-BI-10002225|Office Supplies|Binders|Square Ring Data Binders, Rigid 75 Pt. Covers, 11" x 14-7/8"|49.5360|3|0.20|17.3376000000000000
3745|CA-2016-113047|2016-10-24|2016-10-24|Same Day|AP-10915|Arthur Prichep|Consumer|United States|Rock Hill|South Carolina|29730|South|OFF-FA-10002763|Office Supplies|Fasteners|Advantus Map Pennant Flags and Round Head Tacks|11.8500|3|0.00|3.7920000000000000
3746|CA-2018-149979|2018-09-23|2018-09-28|Second Class|RA-19915|Russell Applegate|Consumer|United States|Columbus|Georgia|31907|South|OFF-ST-10003058|Office Supplies|Storage|Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays|118.2500|5|0.00|34.2925000000000000
3747|CA-2018-149979|2018-09-23|2018-09-28|Second Class|RA-19915|Russell Applegate|Consumer|United States|Columbus|Georgia|31907|South|FUR-CH-10002084|Furniture|Chairs|Hon Mobius Operator's Chair|368.9700|3|0.00|81.1734000000000000
3748|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|FUR-FU-10002937|Furniture|Furnishings|GE 48" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box|198.4600|2|0.00|99.2300000000000000
3749|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|OFF-AP-10001242|Office Supplies|Appliances|APC 7 Outlet Network SurgeArrest Surge Protector|321.9200|4|0.00|96.5760000000000000
3750|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|TEC-CO-10001571|Technology|Copiers|Sharp 1540cs Digital Laser Copier|879.9840|2|0.20|329.9940000000000000
3751|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|OFF-SU-10002503|Office Supplies|Supplies|Acme Preferred Stainless Steel Scissors|28.4000|5|0.00|8.2360000000000000
3752|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|FUR-CH-10004886|Furniture|Chairs|Bevis Steel Folding Chairs|230.2800|3|0.20|23.0280000000000000
3753|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|OFF-PA-10001289|Office Supplies|Paper|White Computer Printout Paper by Universal|116.2800|3|0.00|56.9772000000000000
3754|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|OFF-BI-10003650|Office Supplies|Binders|GBC DocuBind 300 Electric Binding Machine|841.5680|2|0.20|294.5488000000000000
3755|CA-2019-161956|2019-08-27|2019-08-29|Second Class|DR-12880|Dan Reichenbach|Corporate|United States|Inglewood|California|90301|West|OFF-ST-10001370|Office Supplies|Storage|Sensible Storage WireTech Storage Systems|354.9000|5|0.00|17.7450000000000000
3756|CA-2018-116799|2018-03-03|2018-03-06|First Class|JG-15310|Jason Gross|Corporate|United States|Odessa|Texas|79762|Central|OFF-PA-10001892|Office Supplies|Paper|Rediform Wirebound "Phone Memo" Message Book, 11 x 5-3/4|42.7840|7|0.20|15.5092000000000000
3757|CA-2018-116799|2018-03-03|2018-03-06|First Class|JG-15310|Jason Gross|Corporate|United States|Odessa|Texas|79762|Central|FUR-CH-10004983|Furniture|Chairs|Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms|563.4300|5|0.30|-56.3430000000000000
3758|CA-2018-111283|2018-02-28|2018-03-04|Standard Class|LC-16870|Lena Cacioppo|Consumer|United States|Newark|Ohio|43055|East|OFF-AR-10001615|Office Supplies|Art|Newell 34|111.1040|7|0.20|8.3328000000000000
3759|CA-2017-167745|2017-09-18|2017-09-23|Standard Class|GB-14530|George Bell|Corporate|United States|Los Angeles|California|90049|West|OFF-AR-10003602|Office Supplies|Art|Quartet Omega Colored Chalk, 12/Pack|11.6800|2|0.00|5.4896000000000000
3760|CA-2017-167745|2017-09-18|2017-09-23|Standard Class|GB-14530|George Bell|Corporate|United States|Los Angeles|California|90049|West|OFF-SU-10004782|Office Supplies|Supplies|Elite 5" Scissors|16.9000|2|0.00|5.0700000000000000
3761|CA-2017-167745|2017-09-18|2017-09-23|Standard Class|GB-14530|George Bell|Corporate|United States|Los Angeles|California|90049|West|FUR-FU-10001591|Furniture|Furnishings|Advantus Panel Wall Certificate Holder - 8.5x11|24.4000|2|0.00|10.2480000000000000
